experiment	experiment_id	condition	condition_id	item_id	text	question	response_true	response_false
negation	1	aff_intrans	1	19	Sara erzählt, dass Herr Wagner einen Gartenstuhl auf der Terrasse hat. Der Gartenstuhl ist gepolstert, sagt Sara zu Mama. Herr Wagner möchte darauf seine Zeitung lesen.	Kann man auf dem Gartenstuhl weich sitzen?	ja	nein
negation	1	aff_trans	2	19	Sara erzählt, dass Herr Wagner einen Gartenstuhl auf der Terrasse hat. Der Gartenstuhl hat ein Polster, sagt Sara zu Mama. Herr Wagner möchte darauf seine Zeitung lesen.	Kann man auf dem Gartenstuhl weich sitzen?	ja	nein
negation	1	neg_NP	3	19	Sara erzählt, dass Herr Wagner einen Gartenstuhl auf der Terrasse hat. Der Gartenstuhl hat kein Polster, sagt Sara zu Mama. Herr Wagner möchte darauf seine Zeitung lesen.	Kann man auf dem Gartenstuhl weich sitzen?	nein	ja
negation	1	neg_VP	4	19	Sara erzählt, dass Herr Wagner einen Gartenstuhl auf der Terrasse hat. Der Gartenstuhl ist nicht gepolstert, sagt Sara zu Mama. Herr Wagner möchte darauf seine Zeitung lesen.	Kann man auf dem Gartenstuhl weich sitzen?	nein	ja
negation	1	aff_intrans	1	20	Sara erzählt, dass der Präsident in seiner Limousine unterwegs ist. Die Limousine ist gepanzert, sagt Sara zu Milan. Der Präsident hat einen gefährlichen Job.	Ist der Präsident geschützt?	ja	nein
negation	1	aff_trans	2	20	Sara erzählt, dass der Präsident in seiner Limousine unterwegs ist. Die Limousine hat eine Panzerung, sagt Sara zu Milan. Der Präsident hat einen gefährlichen Job.	Ist der Präsident geschützt?	ja	nein
negation	1	neg_NP	3	20	Sara erzählt, dass der Präsident in seiner Limousine unterwegs ist. Die Limousine hat keine Panzerung, sagt Sara zu Milan. Der Präsident hat einen gefährlichen Job.	Ist der Präsident geschützt?	nein	ja
negation	1	neg_VP	4	20	Sara erzählt, dass der Präsident in seiner Limousine unterwegs ist. Die Limousine ist nicht gepanzert, sagt Sara zu Milan. Der Präsident hat einen gefährlichen Job.	Ist der Präsident geschützt?	nein	ja
negation	1	aff_intrans	1	21	Lina erzählt, dass die Hacker Alissas Nachrichten im Chat lesen wollen. Der Chat ist verschlüsselt, sagt Lina zu Opa. Alissa hat Angst vor den Hackern.	Können die Hacker die Nachrichten lesen?	nein	ja
negation	1	aff_trans	2	21	Lina erzählt, dass die Hacker Alissas Nachrichten im Chat lesen wollen. Der Chat hat eine Verschlüsselung, sagt Lina zu Opa. Alissa hat Angst vor den Hackern.	Können die Hacker die Nachrichten lesen?	nein	ja
negation	1	neg_NP	3	21	Lina erzählt, dass die Hacker Alissas Nachrichten im Chat lesen wollen. Der Chat hat keine Verschlüsselung, sagt Lina zu Opa. Alissa hat Angst vor den Hackern.	Können die Hacker die Nachrichten lesen?	ja	nein
negation	1	neg_VP	4	21	Lina erzählt, dass die Hacker Alissas Nachrichten im Chat lesen wollen. Der Chat ist nicht verschlüsselt, sagt Lina zu Opa. Alissa hat Angst vor den Hackern.	Können die Hacker die Nachrichten lesen?	ja	nein
negation	1	aff_intrans	1	22	Lina erzählt, dass Camila und ihre Tochter heute eine Laterne basteln. Camila ist kreativ, sagt Lina zu Oma. Camilas Tochter freut sich schon auf die Laterne.	Wird Camilas Laterne langweilig?	nein	ja
negation	1	aff_trans	2	22	Lina erzählt, dass Camila und ihre Tochter heute eine Laterne basteln. Camila hat Kreativität, sagt Lina zu Oma. Camilas Tochter freut sich schon auf die Laterne.	Wird Camilas Laterne langweilig?	nein	ja
negation	1	neg_NP	3	22	Lina erzählt, dass Camila und ihre Tochter heute eine Laterne basteln. Camila hat keine Kreativität, sagt Lina zu Oma. Camilas Tochter freut sich schon auf die Laterne.	Wird Camilas Laterne langweilig?	ja	nein
negation	1	neg_VP	4	22	Lina erzählt, dass Camila und ihre Tochter heute eine Laterne basteln. Camila ist nicht kreativ, sagt Lina zu Oma. Camilas Tochter freut sich schon auf die Laterne.	Wird Camilas Laterne langweilig?	ja	nein
negation	1	aff_intrans	1	23	Papa erzählt, dass Sophia und Tanja sich für einen Marathon angemeldet haben. Sophie ist motiviert, sagt Papa zu Mama. Das Training ist sehr anstrengend.	Freut Sophia sich auf den Marathon?	ja	nein
negation	1	aff_trans	2	23	Papa erzählt, dass Sophia und Tanja sich für einen Marathon angemeldet haben. Sophia hat Motivation, sagt Papa zu Mama. Das Training ist sehr anstrengend.	Freut Sophia sich auf den Marathon?	ja	nein
negation	1	neg_NP	3	23	Papa erzählt, dass Sophia und Tanja sich für einen Marathon angemeldet haben. Sophia hat keine Motivation, sagt Papa zu Mama. Das Training ist sehr anstrengend.	Freut Sophia sich auf den Marathon?	nein	ja
negation	1	neg_VP	4	23	Papa erzählt, dass Sophia und Tanja sich für einen Marathon angemeldet haben. Sophia ist nicht motiviert, sagt Papa zu Mama. Das Training ist sehr anstrengend.	Freut Sophia sich auf den Marathon?	nein	ja
negation	1	aff_intrans	1	24	Lina erzählt, dass Deryas Familie heute Abend ein neues Restaurant ausprobiert. Derya ist hungrig, sagt Lina zu Papa. Die anderen freuen sich schon.	Möchte Derya etwas essen?	ja	nein
negation	1	aff_trans	2	24	Lina erzählt, dass Deryas Familie heute Abend ein neues Restaurant ausprobiert. Derya hat Hunger, sagt Lina zu Papa. Die anderen freuen sich schon.	Möchte Derya etwas essen?	ja	nein
negation	1	neg_NP	3	24	Lina erzählt, dass Deryas Familie heute Abend ein neues Restaurant ausprobiert. Derya hat keinen Hunger, sagt Lina zu Papa. Die anderen freuen sich schon.	Möchte Derya etwas essen?	nein	ja
negation	1	neg_VP	4	24	Lina erzählt, dass Deryas Familie heute Abend ein neues Restaurant ausprobiert. Derya ist nicht hungrig, sagt Lina zu Papa. Die anderen freuen sich schon.	Möchte Derya etwas essen?	nein	ja
ref	2	d-n	5	1	Ich erzähle, dass Mia mit dem Nachbarsjungen auf dem Spielplatz war. Den hat Mia auf das Karussell hochgehoben. Dort war richtig was los.	Hat Mia den Nachbarsjungen auf das Karussell hochgehoben?	ja	nein
ref	2	d-p	6	1	Ich erzähle, dass Mia mit dem Nachbarsjungen auf dem Spielplatz war. Den hat sie auf das Karussell hochgehoben. Dort war richtig was los.	Hat Mia den Nachbarsjungen auf das Karussell hochgehoben?	ja	nein
ref	2	n-n	7	1	Ich erzähle, dass Mia mit dem Nachbarsjungen auf dem Spielplatz war. Den Nachbarsjungen hat Mia auf das Karussell hochgehoben. Dort war richtig was los.	Hat Mia den Nachbarsjungen auf das Karussell hochgehoben?	ja	nein
ref	2	n-p	8	1	Ich erzähle, dass Mia mit dem Nachbarsjungen auf dem Spielplatz war. Den Nachbarsjungen hat sie auf das Karussell hochgehoben. Dort war richtig was los.	Hat Mia den Nachbarsjungen auf das Karussell hochgehoben?	ja	nein
ref	2	d-n	5	2	Ich erzähle, dass Hannah dem Lehrer das Dorf gezeigt hat. Den hat Hannah schon am Bahnhof abgeholt. Zum Glück hat die Sonne geschienen.	Hat Hannah den Lehrer vom Bahnhof abgeholt?	ja	nein
ref	2	d-p	6	2	Ich erzähle, dass Hannah dem Lehrer das Dorf gezeigt hat. Den hat sie schon am Bahnhof abgeholt. Zum Glück hat die Sonne geschienen.	Hat Hannah den Lehrer vom Bahnhof abgeholt?	ja	nein
ref	2	n-n	7	2	Ich erzähle, dass Hannah dem Lehrer das Dorf gezeigt hat. Den Lehrer hat Hannah schon am Bahnhof abgeholt. Zum Glück hat die Sonne geschienen.	Hat Hannah den Lehrer vom Bahnhof abgeholt?	ja	nein
ref	2	n-p	8	2	Ich erzähle, dass Hannah dem Lehrer das Dorf gezeigt hat. Den Lehrer hat sie schon am Bahnhof abgeholt. Zum Glück hat die Sonne geschienen.	Hat Hannah den Lehrer vom Bahnhof abgeholt?	ja	nein
ref	2	d-n	5	3	Ich erzähle, dass Samara den Chef angerufen hat. Den hat Samara von ihrem Plan überzeugt. Im besten Fall gibt es keine Verzögerungen.	Hat Samara den Chef angerufen?	ja	nein
ref	2	d-p	6	3	Ich erzähle, dass Samara den Chef angerufen hat. Den hat sie von ihrem Plan überzeugt. Im besten Fall gibt es keine Verzögerungen.	Hat Samara den Chef angerufen?	ja	nein
ref	2	n-n	7	3	Ich erzähle, dass Samara den Chef angerufen hat. Den Chef hat Samara von ihrem Plan überzeugt. Im besten Fall gibt es keine Verzögerungen.	Hat Samara den Chef angerufen?	ja	nein
ref	2	n-p	8	3	Ich erzähle, dass Samara den Chef angerufen hat. Den Chef hat sie von ihrem Plan überzeugt. Im besten Fall gibt es keine Verzögerungen.	Hat Samara den Chef angerufen?	ja	nein
ref	2	d-n	5	4	Ich erzähle, dass Nelly den Mitschüler aus der Mannschaft geschmissen hat. Den hat Nelly schon beim letzten Spiel verwarnt. Das hat alle überrascht.	Hat Nelly den Mitschüler verwarnt?	ja	nein
ref	2	d-p	6	4	Ich erzähle, dass Nelly den Mitschüler aus der Mannschaft geschmissen hat. Den hat sie schon beim letzten Spiel verwarnt. Das hat alle überrascht.	Hat Nelly den Mitschüler verwarnt?	ja	nein
ref	2	n-n	7	4	Ich erzähle, dass Nelly den Mitschüler aus der Mannschaft geschmissen hat. Den Mitschüler hat Nelly schon beim letzten Spiel verwarnt. Das hat alle überrascht.	Hat Nelly den Mitschüler verwarnt?	ja	nein
ref	2	n-p	8	4	Ich erzähle, dass Nelly den Mitschüler aus der Mannschaft geschmissen hat. Den Mitschüler hat sie schon beim letzten Spiel verwarnt. Das hat alle überrascht.	Hat Nelly den Mitschüler verwarnt?	ja	nein
ref	2	d-n	5	5	Ich berichte, dass Sabine mit dem Nachbarn gestritten hat. Den hat Sabine als einen fiesen Kriminellen bezeichnet. Der Streit ist sehr unangenehm.	Hat Sabine den Nachbarn als Kriminellen bezeichnet?	ja	nein
ref	2	d-p	6	5	Ich berichte, dass Sabine mit dem Nachbarn gestritten hat. Den hat sie als einen fiesen Kriminellen bezeichnet. Der Streit ist sehr unangenehm.	Hat Sabine den Nachbarn als Kriminellen bezeichnet?	ja	nein
ref	2	n-n	7	5	Ich berichte, dass Sabine mit dem Nachbarn gestritten hat. Den Nachbarn hat Sabine als einen fiesen Kriminellen bezeichnet. Der Streit ist sehr unangenehm.	Hat Sabine den Nachbarn als Kriminellen bezeichnet?	ja	nein
ref	2	n-p	8	5	Ich berichte, dass Sabine mit dem Nachbarn gestritten hat. Den Nachbarn hat sie als einen fiesen Kriminellen bezeichnet. Der Streit ist sehr unangenehm.	Hat Sabine den Nachbarn als Kriminellen bezeichnet?	ja	nein
ref	2	d-n	5	6	Ich berichte, dass Emilia den Nachbarsjungen beschenkt hat. Den hatte Emilia im letzten Jahr nämlich vergessen. Darüber haben sich alle gefreut.	Hat Emilia im letzten Jahr den Nachbarsjungen vergessen?	ja	nein
ref	2	d-p	6	6	Ich berichte, dass Emilia den Nachbarsjungen beschenkt hat. Den hatte sie im letzten Jahr nämlich vergessen. Darüber haben sich alle gefreut.	Hat Emilia im letzten Jahr den Nachbarsjungen vergessen?	ja	nein
ref	2	n-n	7	6	Ich berichte, dass Emilia den Nachbarsjungen beschenkt hat. Den Nachbarsjungen hatte Emilia im letzten Jahr nämlich vergessen. Darüber haben sich alle gefreut.	Hat Emilia im letzten Jahr den Nachbarsjungen vergessen?	ja	nein
ref	2	n-p	8	6	Ich berichte, dass Emilia den Nachbarsjungen beschenkt hat. Den Nachbarsjungen hatte sie im letzten Jahr nämlich vergessen. Darüber haben sich alle gefreut.	Hat Emilia im letzten Jahr den Nachbarsjungen vergessen?	ja	nein
ref	2	d-n	5	7	Ich berichte, dass Elsa den Lehrer erreicht hat. Den hat Elsa zur Planung der Feier befragt. Die Feier soll im Herbst stattfinden.	Hat Elsa den Lehrer zur Planung der Feier befragt?	ja	nein
ref	2	d-p	6	7	Ich berichte, dass Elsa den Lehrer erreicht hat. Den hat sie zur Planung der Feier befragt. Die Feier soll im Herbst stattfinden.	Hat Elsa den Lehrer zur Planung der Feier befragt?	ja	nein
ref	2	n-n	7	7	Ich berichte, dass Elsa den Lehrer erreicht hat. Den Lehrer hat Elsa zur Planung der Feier befragt. Die Feier soll im Herbst stattfinden.	Hat Elsa den Lehrer zur Planung der Feier befragt?	ja	nein
ref	2	n-p	8	7	Ich berichte, dass Elsa den Lehrer erreicht hat. Den Lehrer hat sie zur Planung der Feier befragt. Die Feier soll im Herbst stattfinden.	Hat Elsa den Lehrer zur Planung der Feier befragt?	ja	nein
ref	2	d-n	5	8	Ich berichte, dass Ina mit dem Chef geplaudert hat. Den hat Ina über das Handy nur schlecht verstanden. Der Empfang war nicht sehr gut.	Hat Ina den Chef schlecht verstanden?	ja	nein
ref	2	d-p	6	8	Ich berichte, dass Ina mit dem Chef geplaudert hat. Den hat sie über das Handy nur schlecht verstanden. Der Empfang war nicht sehr gut.	Hat Ina den Chef schlecht verstanden?	ja	nein
ref	2	n-n	7	8	Ich berichte, dass Ina mit dem Chef geplaudert hat. Den Chef hat Ina über das Handy nur schlecht verstanden. Der Empfang war nicht sehr gut.	Hat Ina den Chef schlecht verstanden?	ja	nein
ref	2	n-p	8	8	Ich berichte, dass Ina mit dem Chef geplaudert hat. Den Chef hat sie über das Handy nur schlecht verstanden. Der Empfang war nicht sehr gut.	Hat Ina den Chef schlecht verstanden?	ja	nein
ref	2	d-n	5	9	Ich sage, dass Sofia mit dem Mitschüler gesprochen hat. Den hat Sofia während der Ausbildung gefördert. Das ist jetzt schon einige Zeit her.	Hat Sofia den Mitschüler gefördert?	ja	nein
ref	2	d-p	6	9	Ich sage, dass Sofia mit dem Mitschüler gesprochen hat. Den hat sie während der Ausbildung gefördert. Das ist jetzt schon einige Zeit her.	Hat Sofia den Mitschüler gefördert?	ja	nein
ref	2	n-n	7	9	Ich sage, dass Sofia mit dem Mitschüler gesprochen hat. Den Mitschüler hat Sofia während der Ausbildung gefördert. Das ist jetzt schon einige Zeit her.	Hat Sofia den Mitschüler gefördert?	ja	nein
ref	2	n-p	8	9	Ich sage, dass Sofia mit dem Mitschüler gesprochen hat. Den Mitschüler hat sie während der Ausbildung gefördert. Das ist jetzt schon einige Zeit her.	Hat Sofia den Mitschüler gefördert?	ja	nein
ref	2	d-n	5	10	Ich sage, dass Leoni den Nachbarn getroffen hat. Den hat Leoni zur ihrer Geburtstagsparty eingeladen. Die Party findet an einem See statt.	Hat Leoni den Nachbarn eingeladen?	ja	nein
ref	2	d-p	6	10	Ich sage, dass Leoni den Nachbarn getroffen hat. Den hat sie zur ihrer Geburtstagsparty eingeladen. Die Party findet an einem See statt.	Hat Leoni den Nachbarn eingeladen?	ja	nein
ref	2	n-n	7	10	Ich sage, dass Leoni den Nachbarn getroffen hat. Den Nachbarn hat Leoni zur ihrer Geburtstagsparty eingeladen. Die Party findet an einem See statt.	Hat Leoni den Nachbarn eingeladen?	ja	nein
ref	2	n-p	8	10	Ich sage, dass Leoni den Nachbarn getroffen hat. Den Nachbarn hat sie zur ihrer Geburtstagsparty eingeladen. Die Party findet an einem See statt.	Hat Leoni den Nachbarn eingeladen?	ja	nein
ref	2	d-n	5	11	Ich sage, dass Claudia mit dem Nachbarsjungen Tennis gespielt hat. Den hat Claudia mit großem Vorsprung geschlagen. Das hat alle überrascht.	Hat der Nachbarsjunge Claudia beim Tennis geschlagen?	nein	ja
ref	2	d-p	6	11	Ich sage, dass Claudia mit dem Nachbarsjungen Tennis gespielt hat. Den hat sie mit großem Vorsprung geschlagen. Das hat alle überrascht.	Hat der Nachbarsjunge Claudia beim Tennis geschlagen?	nein	ja
ref	2	n-n	7	11	Ich sage, dass Claudia mit dem Nachbarsjungen Tennis gespielt hat. Den Nachbarsjungen hat Claudia mit großem Vorsprung geschlagen. Das hat alle überrascht.	Hat der Nachbarsjunge Claudia beim Tennis geschlagen?	nein	ja
ref	2	n-p	8	11	Ich sage, dass Claudia mit dem Nachbarsjungen Tennis gespielt hat. Den Nachbarsjungen hat sie mit großem Vorsprung geschlagen. Das hat alle überrascht.	Hat der Nachbarsjunge Claudia beim Tennis geschlagen?	nein	ja
ref	2	d-n	5	12	Ich sage, dass Lena den Lehrer getroffen hat. Den hat Lena zu einer gemeinsamen Wanderung überredet. Die Wanderung soll im Herbst stattfinden.	Hat der Lehrer Lena zum Wandern überredet?	nein	ja
ref	2	d-p	6	12	Ich sage, dass Lena den Lehrer getroffen hat. Den hat sie zu einer gemeinsamen Wanderung überredet. Die Wanderung soll im Herbst stattfinden.	Hat der Lehrer Lena zum Wandern überredet?	nein	ja
ref	2	n-n	7	12	Ich sage, dass Lena den Lehrer getroffen hat. Den Lehrer hat Lena zu einer gemeinsamen Wanderung überredet. Die Wanderung soll im Herbst stattfinden.	Hat der Lehrer Lena zum Wandern überredet?	nein	ja
ref	2	n-p	8	12	Ich sage, dass Lena den Lehrer getroffen hat. Den Lehrer hat sie zu einer gemeinsamen Wanderung überredet. Die Wanderung soll im Herbst stattfinden.	Hat der Lehrer Lena zum Wandern überredet?	nein	ja
ref	2	d-n	5	13	Ich erwähne, dass Martha den Chef kontaktiert hat. Den hat Martha nach einer Geschenkidee gefragt. Der Geburtstag ist nächsten Monat.	Hat der Chef Martha nach einer Geschenkidee gefragt?	nein	ja
ref	2	d-p	6	13	Ich erwähne, dass Martha den Chef kontaktiert hat. Den hat sie nach einer Geschenkidee gefragt. Der Geburtstag ist nächsten Monat.	Hat der Chef Martha nach einer Geschenkidee gefragt?	nein	ja
ref	2	n-n	7	13	Ich erwähne, dass Martha den Chef kontaktiert hat. Den Chef hat Martha nach einer Geschenkidee gefragt. Der Geburtstag ist nächsten Monat.	Hat der Chef Martha nach einer Geschenkidee gefragt?	nein	ja
ref	2	n-p	8	13	Ich erwähne, dass Martha den Chef kontaktiert hat. Den Chef hat sie nach einer Geschenkidee gefragt. Der Geburtstag ist nächsten Monat.	Hat der Chef Martha nach einer Geschenkidee gefragt?	nein	ja
ref	2	d-n	5	14	Ich erwähne, dass Anne mit dem Mitschüler gesprochen hat. Den hat Anne vor dem drohenden Gewitter gewarnt. Kurze Zeit später ging es auch schon los.	Hat der Mitschüler Anne gewarnt?	nein	ja
ref	2	d-p	6	14	Ich erwähne, dass Anne mit dem Mitschüler gesprochen hat. Den hat sie vor dem drohenden Gewitter gewarnt. Kurze Zeit später ging es auch schon los.	Hat der Mitschüler Anne gewarnt?	nein	ja
ref	2	n-n	7	14	Ich erwähne, dass Anne mit dem Mitschüler gesprochen hat. Den Mitschüler hat Anne vor dem drohenden Gewitter gewarnt. Kurze Zeit später ging es auch schon los.	Hat der Mitschüler Anne gewarnt?	nein	ja
ref	2	n-p	8	14	Ich erwähne, dass Anne mit dem Mitschüler gesprochen hat. Den Mitschüler hat sie vor dem drohenden Gewitter gewarnt. Kurze Zeit später ging es auch schon los.	Hat der Mitschüler Anne gewarnt?	nein	ja
ref	2	d-n	5	15	Ich erwähne, dass Marie den Nachbarn kontaktiert hat. Den hat Marie um einen Rat gebeten. Es ging um den anstehenden Umzug.	Hat der Nachbar Marie um Rat gebeten?	nein	ja
ref	2	d-p	6	15	Ich erwähne, dass Marie den Nachbarn kontaktiert hat. Den hat sie um einen Rat gebeten. Es ging um den anstehenden Umzug.	Hat der Nachbar Marie um Rat gebeten?	nein	ja
ref	2	n-n	7	15	Ich erwähne, dass Marie den Nachbarn kontaktiert hat. Den Nachbarn hat Marie um einen Rat gebeten. Es ging um den anstehenden Umzug.	Hat der Nachbar Marie um Rat gebeten?	nein	ja
ref	2	n-p	8	15	Ich erwähne, dass Marie den Nachbarn kontaktiert hat. Den Nachbarn hat sie um einen Rat gebeten. Es ging um den anstehenden Umzug.	Hat der Nachbar Marie um Rat gebeten?	nein	ja
ref	2	d-n	5	16	Ich erwähne, dass Emma mit dem Nachbarsjungen gestritten hat. Den hat Emma beim Schwänzen der Schule erwischt. Das gab richtig viel Stress.	Hat der Nachbarsjunge Emma erwischt?	nein	ja
ref	2	d-p	6	16	Ich erwähne, dass Emma mit dem Nachbarsjungen gestritten hat. Den hat sie beim Schwänzen der Schule erwischt. Das gab richtig viel Stress.	Hat der Nachbarsjunge Emma erwischt?	nein	ja
ref	2	n-n	7	16	Ich erwähne, dass Emma mit dem Nachbarsjungen gestritten hat. Den Nachbarsjungen hat Emma beim Schwänzen der Schule erwischt. Das gab richtig viel Stress.	Hat der Nachbarsjunge Emma erwischt?	nein	ja
ref	2	n-p	8	16	Ich erwähne, dass Emma mit dem Nachbarsjungen gestritten hat. Den Nachbarsjungen hat sie beim Schwänzen der Schule erwischt. Das gab richtig viel Stress.	Hat der Nachbarsjunge Emma erwischt?	nein	ja
ref	2	d-n	5	17	Ich teile mit, dass Selma bei dem Lehrer geklopft hat. Den hat Selma dann über die Abschlussfeier informiert. Es gab viel zu besprechen.	Hat der Lehrer Selma über die Abschlussfeier informiert?	nein	ja
ref	2	d-p	6	17	Ich teile mit, dass Selma bei dem Lehrer geklopft hat. Den hat sie dann über die Abschlussfeier informiert. Es gab viel zu besprechen.	Hat der Lehrer Selma über die Abschlussfeier informiert?	nein	ja
ref	2	n-n	7	17	Ich teile mit, dass Selma bei dem Lehrer geklopft hat. Den Lehrer hat Selma dann über die Abschlussfeier informiert. Es gab viel zu besprechen.	Hat der Lehrer Selma über die Abschlussfeier informiert?	nein	ja
ref	2	n-p	8	17	Ich teile mit, dass Selma bei dem Lehrer geklopft hat. Den Lehrer hat sie dann über die Abschlussfeier informiert. Es gab viel zu besprechen.	Hat der Lehrer Selma über die Abschlussfeier informiert?	nein	ja
ref	2	d-n	5	18	Ich teile mit, dass Laura mit dem Chef gesprochen hat. Den hat Laura um Geld für die Kaffeekasse gebeten. Der Kaffee ist immer so schnell alle.	Hat der Chef Laura um etwas gebeten?	nein	ja
ref	2	d-p	6	18	Ich teile mit, dass Laura mit dem Chef gesprochen hat. Den hat sie um Geld für die Kaffeekasse gebeten. Der Kaffee ist immer so schnell alle.	Hat der Chef Laura um etwas gebeten?	nein	ja
ref	2	n-n	7	18	Ich teile mit, dass Laura mit dem Chef gesprochen hat. Den Chef hat Laura um Geld für die Kaffeekasse gebeten. Der Kaffee ist immer so schnell alle.	Hat der Chef Laura um etwas gebeten?	nein	ja
ref	2	n-p	8	18	Ich teile mit, dass Laura mit dem Chef gesprochen hat. Den Chef hat sie um Geld für die Kaffeekasse gebeten. Der Kaffee ist immer so schnell alle.	Hat der Chef Laura um etwas gebeten?	nein	ja
ref	2	d-n	5	19	Ich teile mit, dass Emily gegen den Mitschüler gespielt hat. Den hat Emily in der letzten Runde besiegt. Der Pokal war eher klein.	Hat der Mitschüler Emily besiegt?	nein	ja
ref	2	d-p	6	19	Ich teile mit, dass Emily gegen den Mitschüler gespielt hat. Den hat sie in der letzten Runde besiegt. Der Pokal war eher klein.	Hat der Mitschüler Emily besiegt?	nein	ja
ref	2	n-n	7	19	Ich teile mit, dass Emily gegen den Mitschüler gespielt hat. Den Mitschüler hat Emily in der letzten Runde besiegt. Der Pokal war eher klein.	Hat der Mitschüler Emily besiegt?	nein	ja
ref	2	n-p	8	19	Ich teile mit, dass Emily gegen den Mitschüler gespielt hat. Den Mitschüler hat sie in der letzten Runde besiegt. Der Pokal war eher klein.	Hat der Mitschüler Emily besiegt?	nein	ja
ref	2	d-n	5	20	Ich teile mit, dass Tina den Nachbarn besucht hat. Den hat Tina um Hilfe bei den Hausaufgaben gebeten. Das ist eine gute Idee.	Hat der Nachbar Tina um Hilfe gebeten?	nein	ja
ref	2	d-p	6	20	Ich teile mit, dass Tina den Nachbarn besucht hat. Den hat sie um Hilfe bei den Hausaufgaben gebeten. Das ist eine gute Idee.	Hat der Nachbar Tina um Hilfe gebeten?	nein	ja
ref	2	n-n	7	20	Ich teile mit, dass Tina den Nachbarn besucht hat. Den Nachbarn hat Tina um Hilfe bei den Hausaufgaben gebeten. Das ist eine gute Idee.	Hat der Nachbar Tina um Hilfe gebeten?	nein	ja
ref	2	n-p	8	20	Ich teile mit, dass Tina den Nachbarn besucht hat. Den Nachbar hat sie um Hilfe bei den Hausaufgaben gebeten. Das ist eine gute Idee.	Hat der Nachbar Tina um Hilfe gebeten?	nein	ja
